frame,state,boot_x,boot_y,cart_x,target,direction,loop_ms
568,AIM,1032,382,1014,,0,2.7
569,AIM,1032,382,1014,,0,2.4
570,AIM,1032,382,1014,,0,2.1
571,AIM,1032,382,1014,,0,2.1
572,AIM,1032,382,1014,,0,2.9
573,AIM,1032,382,1014,,0,2.3
574,AIM,1032,382,1014,,0,3.0
575,AIM,1032,382,1014,,0,3.3
576,AIM,1032,382,1014,,0,2.1
577,AIM,1032,382,1014,,0,2.3
578,AIM,1032,382,1014,,0,2.2
579,AIM,1032,382,1014,,0,2.8
580,AIM,1032,382,1014,,0,2.0
581,AIM,1032,382,1014,,0,2.2
582,AIM,1032,382,1014,,0,2.2
583,AIM,1032,382,1014,,0,2.5
584,AIM,1032,382,1014,,0,2.7
585,AIM,1032,382,1014,,0,2.4
586,AIM,1032,382,1014,,0,2.2
587,AIM,1032,382,1014,,0,2.6
588,AIM,1032,382,1014,,0,2.4
589,AIM,1032,382,1014,,0,3.2
590,AIM,1032,382,1014,,0,2.3
591,AIM,1032,382,1014,,0,2.3
592,AIM,1032,382,1014,,0,2.2
593,AIM,1032,382,1014,,0,2.2
594,AIM,1032,382,1014,,0,4.1
595,AIM,1032,382,1014,,0,2.2
596,AIM,1032,382,1014,,0,2.0
597,AIM,1032,382,1014,,0,2.4
598,AIM,1032,382,1014,,0,2.7
599,AIM,1032,382,1014,,0,3.2
600,AIM,1032,382,1014,,0,3.0
601,AIM,1032,382,1014,,0,2.7
602,AIM,1032,382,1014,,0,2.3
603,AIM,1032,382,1014,,0,2.2
604,AIM,1032,382,1014,,0,2.2
605,AIM,1032,382,1014,,0,2.5
606,AIM,1032,382,1014,,0,2.2
607,AIM,1032,382,1014,,0,2.8
608,AIM,1032,382,1014,,0,2.8
609,AIM,1032,382,1014,,0,2.2
610,AIM,1032,382,1014,,0,2.1
611,AIM,1032,382,1014,,0,2.5
612,AIM,1032,382,1014,,0,2.0
613,AIM,1032,382,1014,,0,2.8
614,AIM,1032,382,1014,,0,4.4
615,AIM,1032,382,1014,,0,2.5
616,AIM,1032,382,1014,,0,2.2
617,AIM,1032,382,1014,,0,2.7
618,AIM,1032,382,1014,,0,3.0
619,AIM,1032,382,1014,,0,2.5
620,AIM,1032,382,1014,,0,1.9
621,AIM,1032,382,1014,,0,2.1
622,AIM,1032,382,1014,,0,3.8
623,AIM,1032,382,1014,,0,3.0
624,AIM,1032,382,1014,,0,2.2
625,AIM,1032,382,1014,,0,2.9
626,AIM,1032,382,1014,,0,2.5
627,AIM,1032,382,1014,,0,2.8
628,AIM,1032,382,1014,,0,2.1
629,AIM,1032,382,1014,,0,2.2
630,AIM,1032,382,1014,,0,3.3
631,AIM,1032,382,1014,,0,2.1
632,AIM,1032,382,1014,,0,2.3
633,AIM,1032,382,1014,,0,2.6
634,AIM,1032,382,1014,,0,2.9
635,AIM,1032,382,1014,,0,2.4
636,AIM,1032,382,1014,,0,2.1
637,AIM,1032,382,1014,,0,2.5
638,AIM,1032,382,1014,,0,2.2
639,AIM,1032,382,1014,,0,2.0
640,AIM,1032,382,1014,,0,2.7
641,AIM,1032,382,1014,,0,2.1
642,AIM,1032,382,1014,,0,1.9
643,AIM,1032,382,1014,,0,2.3
644,AIM,1032,382,1014,,0,2.5
645,AIM,1032,382,1014,,0,2.7
646,AIM,1032,382,1014,,0,2.0
647,AIM,1032,382,1014,,0,2.9
648,AIM,1032,382,1014,,0,2.0
649,AIM,1032,382,1014,,0,3.2
650,AIM,1032,382,1014,,0,3.5
651,AIM,1032,382,1014,,0,3.1
652,AIM,1032,382,1014,,0,2.0
653,AIM,1032,382,1014,,0,2.4
654,AIM,1032,382,1014,,0,2.1
655,AIM,1032,382,1014,,0,3.4
656,AIM,1032,382,1014,,0,3.8
657,AIM,1032,382,1014,,0,2.3
